Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
600,1,1,2,1,1, ,2,5,7,0,0,1,1,3,99,99,1,5,5,5,5,5,5,5,4,4,5,5,5,1,4,1,2,2,4,5,2,4,4,5,2,4,5,5,1,2,4,4,1,4,4,2,1,1,1,1,1,4,4,1,1,1,1,4,4,5,5,2,4,0,1,0,0,0,0,0,0,0
601,2,7,1,1,1,5,4, ,12,0,0,0,3,99,99,99,1,5,5,5,5,4,5,5,5,5,5,4,4,4,5,2,4,5,4,5,5,3,5,5,4,5,5,5,3,3,4,1,1,5,4,2,1,1,1,1,1,1,1,1,1,2,1,5,4,5,4,5,4,0, ,0,0,0,0,0,0,0
602,2,4,1,1,1,4,4,5,10,0,0,1,2,3,99,99,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,5,4,4,4,2,4,4,2,5,4,2,5,4,2,4,2,4,2,1,1,1,1,1,4,4,1,2,1,1,4,4,5,4,2,4,1, ,0,0,0,0,0, ,1
603,2,14,4,3,1,4,1,1,6,0,0,1,1,2,95,99,5,4,4,2,4,4,4,4,4,2,4,5,5,4,4,5,4,2,4,4,4,4, ,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,2,1,1,1,2,1,5,4,4,4,2,4,4,2,0,0,0,0,0,0,0
604,2,9,2,1,1,6,4, ,11,0,0,1,1,99,99,99,5,5,5,5,5,4,5,5,2,2,1,5,5,1,5,1,2,2,4,4,4,4,4,4,4,3,3,4,2,2,2,4,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,5,5,2,4,1,4,4,0,0,0,0,0,0,0,0
605,2,2,1,1,1,2,4,1,9,0,0,1,95,99,99,99,5,4,5,2,5,4,5,5,2,4,5,4,4,2,5,5,4, ,4,4, ,2,4,4,2,2,4,2,1,5,5,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,2,4,5,2,4,0,3,0,0,0,1,0,0,0
606,1,4,2,3,1,6,1,1,7,0,0,1,1,3,99,99,1,4,5,2,5,4,5,5,4,5,2,5,5,5,5,4,4,4,4,4,4,2,4,4,1,2,4,2,2,4,2,4,4,4,4,3,1,1,1,1,1,2,1,1,1,1,1,3,3,4,5,2, ,0,0,0,0,0,0,0,0,0
607,1,14,3,1,1,6,3,5,11,0,0,0,2,3,99,99,5,5,5,5,4,5,5,5,5,4,4,5,5,2,5,2,4,2, , ,4, , , ,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,4,2,1,1,1,1,1,4,4,4,5,4,2,0,1,0,0,0,0,0, ,0
608,1,14,1,1,1,2,3, ,7,0,0,0,3,4,99,99,4,5,5,4,4,5,5,5,5,5,5,4,4,5,2,2,4,4,5,4,4,5,5,5,4,2,5,2,1,5,5,2,1,1,4,2,1,1,1,1,1,4,1,1,1,1,1,5,5,5,5,2,4,0,1,0,0,0,1, ,0, 
609,1,12,3,1,1, ,4,5,12,0,0,1,2,3,99,99,3,5,5,5,4,4,4,4,4,4,5,2,4,2,4,4,2,2,4,4,4,2,4,4,4,4,5,5,2,4,2,2,4,4,4,4,1,4,4,4,4,1,4,1,4,1,1,4,4,5,4,2,4,0,1,0,0,0,0,0,0,0
610,2,12,2,3,1,2,1,2,1,0,0,0,2,99,99,99,1,4,5,2,2,4,4,5,5,5,4,5,5,1,1,4,4,5,4,1,1,1, ,1,4,5,5,5,4,2,2,1,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,4,4,0,2,0,0,0,0,0,0,0
611,1,22,2,1,1,6,1,1,5,0,0,0,1,2,3,99,5,4,4,2,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4, ,0,1,0,0,0,0,1,0,0
612,1,11,2,4,1,4,3,1,9,0,0,1,95,99,99,99,1,1,1,2,2,1,1,1,1,1,1,2,4,1,4,4,4,4,4,5,5,5,2,5,2,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,1,4,1,1,1,1,1,5,4,5,5,2,4,3,0,0,0,0,0,0,0,0
613,1,1,1,1,1,2,3,1,3,0,0,1,1,2,99,99,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,2,2,4,2,2,4,2,2,2,2,4,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,2,2,2,4,2,0,0,0,0,3,0,0
614,1,14,2,1,1,6,3, ,2,0,0,1,2,99,99,99,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,2,0,0,0,0,0, , , , 
615,1,12,1,1,1,2,1,1,6,0,0,0,1,2,3,99,5,5,4,4,5,2,5,5,5,5,5,5,5,5,5,5,4, ,4,5,5,2,4,4,4,2,2,2,2,4,2,4,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,5,4,4,1,2,2,0,0,0,0,0,0,0,0
616,2,6,3,1,1,2,5,4,12,0,0,1,2,3,99,99,5,5,5,4,4,4,4,4,4,4,5,4,4,2,5,4,4,4,5,5,4,4,1,5,4,4,5,5,4,4,4,1,1,4,4,5,1,1,1,1,1,4,1,1,1,1,1,5,4,5,5,1,4,0,1,0,0,0,0,0,0,0
617,1,2,5,3,1,4,4,3,12,0,0,1,3,99,99,99,5,5,5,1,5,4,2,2,1,1,4,5,4,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,1,5,4,2,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,3,0,1,0,0,0,1,0,0,0
618,2,5,1,1,1, ,4, ,11,0,0,0,95,99,99,99,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,4,2,2, ,5, , ,5,5,5,5,5,5,4,5,4,1,1,5,3,4,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,2, ,4, ,0,0,0,3,0,0,0
619,1,4,1,1,1,6,5,5,12,0,0,1,2,3,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,4,4,2,2,4,4,5,5,5,4,4,5,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,2,3,3,3,0,1,0,0
620,1,1,1,1,0, ,4, ,1,0,0,1,2,99,99,99,5,5,4,2,2,5,5,5,5,5,5,5,5,2,5,1,4,1,2,1,5,5,1,1,5,5,5,5,5,5,2,1,5,5,5,5,4,1,2,1,2,5,5,1,1,1,1,5,5,5,5,4,5,4,1,0,0,0,0,0,0,0
621,1,1,1,1,1,2,3,3,7,0,0,1,3,4,99,99,1,4,5,5,5,5,5,5,4,5,4,5,5,4,4,1,5,4,4,2,2,4,3,2,4,4,4,4,1,5,5,5,2,4,2,2,1,1,1,2,1,2,1,1,1,1,1,4,1,4,4,3, ,0,1,0,0,0,3,2,5,1
622,2,1,1,2,0,6,3,1,7,0,0,0,2,3,99,99,5,2,4,4,5,4,5,5,5,5,4,4,4,5,4,1,5,5,5,5,4,5,5,5,3,4,2,2,4,5,2,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,2,2,4,1,1,4,4,3,0,5,9
623,2,3,1,1,1,6,1,1,9,1,0,1,95,99,99,99,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,4,4,5,4,5,5,5,2,4,5,4,4,4,2,5,4,2,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,1,2,4,1,3,4,3,1, , , 
624,1,3,2,1,1,2,4,3,1,0,0,1,2,4,99,99,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,1, , ,4,5,5, , , ,4,5,5,1,4,2,1,1,1,5,5,1,4,1,1,1,4,4,1,1,2,1,1,5,1,5,5,5,4,4,9,0,0,0,7,0,0,9
625,1,4,4,3,1,6,1,4,6,1,1,1,2,99,99,99,3,2,2,2,4,2,2,4,2,2,1,2,2,1,2,2,4,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,4,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,4,2,2,2,2,3,1,0,0,0,0,0,0,0
626,1,15,4,1,1,2,2,2,12,0,0,1,95,99,99,99,5,5,5,5,5,4,5,4,4,5,2,5,4,2,2,4,4,4,4,4,4, ,4,4,4,5,5,4,5,5,4,2,5,5,5,4,1,1,1,1,1,2,1,1,1,1,1,5,4,5,5,2,4,2,0,0,0,0,0,0,0,0
627,2,3,3,3,1,6,1,4,11,0,0,1,1,95,99,99,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0
628,1,11,2,1,1,6,3,2,6,0,0,0,1,99,99,99,5,5,5,2,5,4,4,4,4,4,2,5,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,2,1,0,1,0,0,0,1,0,4,0
629,2,6,2,1,1,6,4,5,12,0,0,0,1,2,3,99,5,4,4,4,5,4,4,4,4,5,4,5,5,4,5,2,5,4,4,5,4,5, ,5,4,4,4,2,2,5,4,4,2,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,5,5,4,2,1,4, ,0,0,0,0,0,0,0
630,1,3,1,1,1,6,3,2,3,0,0,1,1,99,99,99,1,4,5,5,5,4,5,5,5,5,4,5,5,4,4,2,4,4,5,5,4,4, ,4,2,4,4,2,2,5,5,5,1,4,4,4,1,1,1,1,1,5,1,1,1,1,1,5,5,5,4,2,4,0,1,0,0,0,3,0,0,0
631,2,4,3,3,1,2,1, ,9,1,0,1,1,99,99,99,1,5,2,1,1,2,4,1,2,1,5,5,5,2,5,2, , ,4, , ,4,4, ,4,5,4,2,2,2,2,2,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,2, ,4, ,0,0,0,0,0,0,0
632,1,1,2,4,1,6,3, ,11,0,0,0,1,2,3,99,5,4,4,4,3,4,4,4,4,5,4,5,4,4,4,4, ,4,4,4,4,4,4,4,2,4,5,4,4,4,4,1,4,4,4,4,1,1,3,1,1,2,1,1,1,1,1,4,4,4,2,2, ,0,0,0,0,0,0,0,0, 
633,2,9,3,1,1, ,4, ,12,0,0,0,2,3,99,99,2,5,5,5,4,4,5,5,4,5,4,5,4,1,4,4,5, ,4,5, , , ,4,4,4,4,4,2,2,4,4,2,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,2,3,4,1, ,0,4,2,2,2,0,0,0,0
634,1,9,2,1,1,2,1, ,6,0,0,1,2,99,99,99,5,3,4,2,4,3,4,4,3,5,1,3,4,3,3,2,2, ,4,4,4,4,4,4,4,2,3,2,2,4,2,4,4,4,3,2,1,1,1,1,1,2,1,1,1,1,1,3,2,5,5,4,2,0,1,0,0,0,0,0,0,0
635,2,3,1,1,1,2,1,1,8,0,0,1,95,99,99,99,5,4,4,5,4,4,5,4,5,5,4,5,5,4,4,4,4,4,2,2,2,4,4,2,4,2,2,4,1,5,2,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,5,2,2,0,0,0,0,0,0,0,0,1
636,1,1,1,1,0, ,4,5,1,0,0,1,4,99,99,99,1,4,5,1,5,4,5,5,5,5,5,5,3,4,5,1,5,5,5,4,2,1,2,2,1,4,5,5,5,5,5,2,1,4,5,5,1,1,1,1,5,4,1,1,1,1,1,5,4,5,5,1,2,0,4,0,0,0, , , , 
637,2,4,4,1,1,6,1,5,10,0,0,1,1,99,99,99,5,2,4,5,5,2,1,2,1,1,2,4,4,1,4,4,1,1,4,1,2,4,1,2,5,2,2,4,2,2,2,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,4,0,0,0,0,0,0,0
638,1,12,1,1,0,6,3,5,6,0,0,1,95,99,99,99,4,1,1,1,1,1,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,2,2,2,2,2,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,0, ,0,0,0, , ,0,0
639,2,11,2,3,1,6,1, ,9,0,0,1,2,3,99,99,5,4,5,2,4,4,4,4,4,5,1,4,4,1,1,5,2,2,2, ,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,2, ,0,0,0,0,0,0,0,0,0
640,1,5,1,1,0,4,3,3,7,0,0,1,1,2,3,99,5,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,4,4,1,1,1,1,1,4,4,1,1,1,1,4,4,4,4,4,4,0,2,0,0,0,3,2,3,2
641,2,5,1,1,1,6,1,3,10,0,0,1,4,99,99,99,5,4,2,5,5,4,5,4,4,5,4,5,5,5,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,1,4,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,4,5,2,4,0,0,0,0,0,2,0, , 
642,1,3,1,1,1,6,1,4,7,0,0,1,3,99,99,99,4,2,2,4,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,2,4,2,4,4, ,0,0,0, , , , 
643,1,13,2,1,1,6,4,3,11,1,0,1,1,3,99,99,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,2,1,2,4,2,4,1,1,1,1,1,2,2,1,1,1,1,4,4,5,4,2,2,4,1,0,0,0,0,0,0,0
644,1,2,1,1,1,6,4,3,11,0,0,1,1,99,99,99,1,5,4,1,2,1,1,1,1,1,4,4,4,1,4,4,4,4,4,5,4,4,4,5,4,2,4,1,1,5,4,2,4,2,4,4,1,1,1,2,1,4,2,1,1,1,1,4,4,4,2,2,4,4, ,0,0,0,0,0,0,0
645,2,12,3,1,1,2,1,2,6,0,0,1,2,4,99,99,5,4,2,4,5,2,4,5,5,2,1,5,5,2,5,1,4,5,1,5,4,4,2,4,4,4,4,5,5,4,4,1,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,5,4,2,5,5,0,0,0,0,0, ,0,5,1
646,2,15,2,1,1,6,1, ,10,0,0,1,1,99,99,99,5,4,4,4,3,2,3,4,2,4,2,4,5,2,4,4,1, ,1,3,2, ,2,3,3,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,2,2,1,1,1,1,1,5,5,5,5,3,4,0,0,0,0,0,0,0,0,0
647,1,2,1,1,1,6,2,1,5,0,0,0,3,99,99,99,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4, , ,4,2,2,4,2,1,4,4,4,2,2,4,2,1,1,1,1,1,2,5,1,1,2,2,5,4,4,5,2, ,0, ,0,0,0, , , , 
648,1,1,1,1,0,6,3,2,1,0,0,1,3,99,99,99,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,2,5,5,1,4,5,4,1,4,4,5,4,1,1,1,1,1,2,5,1,1,1,1,2,5,5,5,5,5,4,1,0,0,0,0,0,0,0
649,2,2,1,1,1,6,4,4,1,0,0,0,4,99,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,4,4,4,5,2,5,4,1,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,5,4,5,5,2,2,1, ,0,0,0,7,0,8, 
650,1,4,4,1,1,6,4,5,11,0,0,0,2,4,99,99,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,4,5,4,5,5,4,5,4,4,2,4,4,4,4,1,1,2,1,1,2,2,1,1,1,1,4,4,4,4,2,4,4,4,0,0,0, , , , 
651,2,9,1,3,0,2,3, ,6,0,0,1,1,2,99,99,1,4,2,1,5,4,4,4,4,4,2,4,5,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,2,5,5,2,5,5,5,5,1,1,1,1,1,4,1,1,1,1,1,4,4,4,5,2,2,0,0,0,0,0,0,0,0,0
652,1,12,1,1,1,6,3,1,4,0,0,1,1,3,99,99,4,5,5,5,5,2,4,4,2,4,5,4,4,2,2,2, ,5, ,5,4, ,1,4,2,5,5,4,1,3,1,2,4,2,4,4,1,1,1,1,1,4,1,1,1,1,1,2,4,4,4,2,2,0,3,0,0,0,0,0,0,0
653,1,5,1,1,0,6,3,2,7,0,0,0,2,3,99,99,5,4,5,4,5,4,5,5,4,5,4,4,4,2,4,4,4,5,5,5,5,4,5,5,4,4,4,4,4,5,4,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,4,4,5,5,2,2,0,2,0,0,0,3,0,1, 
654,1,1,2,1,1,6,2,1,7,0,0,0,1,3,4,99,5,5,1,4,4,2,4,4,2,4,4,4,4,1,2,4,1,2,2,2,4,2,2,2,2,2,4,2,4,2,2,2,5,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,0,3,0,0,0,3,0,0,0
655,2,11,1,1,1,2,2,2,5,0,0,0,1,99,99,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,4,3,4,1,1,1,1,3,3,7,9
656,1,6,2,1,1,2,4,3,12,0,0,0,2,3,99,99,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,2,4,1,1,1,1,4,5,4,4,4,4,0,0,1,4,4,0,0, , 
657,2,3,4,3,1,2,1,5,11,0,0,1,95,99,99,99,5,2,2,2,1,1,1,1,1,1,1,4,2,1,1,2,4,4,5,4,5,4,4,5,4,4,2,2,4,4,4,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2,5,0,2,0,0,0,0,0,0,0
658,2,4,4,3,1,6,1,2,9,1,0,1,1,99,99,99,5,4,5,4,4,2,5,5,4,2,2,5,4,4,4,2,5,4,4,5,4,4,4,5,1,1,1,1,1,5,2,5,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,0,0,0,0,0,0,0,0,0
659,2,6,1,1,1,2,2, ,1,0,0,1,1,99,99,99,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2, ,4,4,4,4,4,4,2,4,4,4,3,3,4,3,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0, ,0,0,0,0,0,0,0
660,1,3,3,1,1,4,4, ,12,0,0,1,3,99,99,99,5,5,5,2,1,4,5,5,4,5,4,5,5,1,4,4,4,4,4,4,4,4,5,4,1,5,4,4,4,5,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,5,4, ,2, ,0,0,0,0,0,0,0
661,2,6,2,1,1,6,3,1,10,0,0,0,1,3,99,99,1,4,5,4,4,2,3,2,2,5,2,5,4,2,2,4,1,5,5,5,5,5,5,1,2,4,5,5,4,5,4,1,5,2,5,1,1,1,1,1,1,2,1,1,1,1,1,5,5,2,4,1,5,0,1,0,0,0,3,0,0,0
662,2,11,1,1,1,6,4,1,2,0,0,0,3,99,99,99,2,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,2,4,4,5,5,4,4,2,4,4,4,4,1,1,1,1,1,1,2,1,1,1,2,5,5,5,5,4,2,0,2,0,0,0,1,1,3,1
663,1,1,2,1,1,6,2,3,11,0,0,1,2,99,99,99,1,2,2,2,2,4,4,4,2,2,2,5,5,2,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,0,2,0,0,0, ,1, ,0
664,1,3,2,3,0,2,3, ,1,0,0,1,1,99,99,99,2,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,1,4,4,4,4,2,1,2,2,1,4,1,1,1,4,4,4,2,4,1,2,2,1,5,5,4,5,5, ,0,0,0,0,0,0,0,0,0
665,2,5,1,1,1,6,3,3,9,0,0,0,95,99,99,99,1,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,2,2,2,4,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,2,4,2,2,4,0,1, , , ,1,0,0,0
666,2,6,3,4,1,6,1,1,10,0,0,1,1,99,99,99,4,5,5,1,2,1,4,4,2,1,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,2,4,2,1,4,4,5,5,2,2,2,1,1,1,1,1,4,2,1,1,1,1,4,2,4,4,2,4,0,1,0,0,0,0,0,0,0
667,1,6,1,1,1,2,5,2,3,0,0,0,2,4,99,99,3,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,2,5,5,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,2,4,4,4,5,3,4,4, ,0,0,0,4,3,0,0
668,1,6,2,1,1,2,3,3,12,0,0,1,95,99,99,99,5,5,5,2,5,5,5,5,4,4,5,5,5,1,5,1,4,4,5,5,5,5,4,5,2,3,4,2,2,5,5,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5, ,0,1,0,0,0,0,0,3,1
669,1,6,2,1,1,2,1,1,9,0,0,1,1,2,99,99,5,4,5,2,5,5,5,5,4,4,5,5,5,4,4,2,5,5,5,4,4,5,5,5,2,5,5,4,4,5,4,2,1,4,4,4,1,1,1,1,1,2,2,1,1,1,1,4,4,5,2,2,4,0,0,0,0,0,0,0,0,0
670,1,1,3,1,1,2,1,1,1,0,0,1,1,99,99,99,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,5,2,2,2,2,2,3,3,2,2,2,5,2,2,3,2,1,1,1,1,1,4,1,1,1,1,1,3,4,2,5,2,2,0,0,0,0,0,0,0,0,0
671,2,2,1,1,1,6,4,4,12,0,0,0,2,3,99,99,4,4,4,2,5,5,5,5,5,5,5,5,4,4,5,2,4,4,4,4,4,4,2,4,4,4,4,5,2,2,1,1,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,2,2,2,0,4,0,0,0,2,0,3,0
672,2,2,1,3,1,6,2, ,5,0,0,1,2,99,99,99,5,5,4,5,2,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5, ,5,5,4,4,4,2,1,5,2,1,4,2,2,2,2,1,1,1,1,4,2,1,1,1,1,5,5,5,5,2,4,0,0,1,4,2,0,0,3,0
673,2,2,2,3,1, ,5,5,2,0,0,0,4,99,99,99,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,1,5,5,5,1,1,1,4,1,5,5,5,4,5,5,5,1,1,4,5,2,1,1,1,1,1,1,1,1,1,1,1,5,5,2,5,2, ,0,0,0,0,0, ,0,0,0
674,1,2,4,1,1,2,4, ,12,0,0,0,3,99,99,99,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2, , , , , , , , ,4,4,4,2,2,2,2,4,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2, ,0, ,0,0,0,0,0,0,0
675,1,5,3,1,1,6,1, ,6,0,0,1,1,2,4,99,5,5,4,2,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,2,5,4,0, ,0,0,0, , ,0,0
676,1,5,2,1,1,6,1,3,11,0,0,1,1,95,99,99,1,2,2,2,4,4,5,5,5,5,5,4,4,2,5,4,5,5,5,5,5,5,4,5,5,5,5,4,1,5,4,4,4,4,5,1,1,1,1,1,1,2,1,1,1,1,1,5,4,4,2,2,2,0,1,0,0,0,0,0,0,0
677,2,1,1,3,0, ,3,4,5,0,0,1,1,2,99,99,5,2,2,5,5,5,5,5,5,5,5,4,4,5,4,2,5,4,5,5,5,5,4,5,2,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,4, , , , , , , , 
678,2,1,1,1,1,2,1, ,3,0,0,1,2,4,99,99,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4, ,4,2,4,4,4,2,4,4,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2, ,0,0,0,0,0,1,0,5,2
679,2,4,1,1,1,6,2,3,1,0,0,0,1,99,99,99,5,4,5,5,4,5,5,5,5,5,5,5,5,1,5,5,2,4,5,5,4,5,5,5,5,4,5,5,2,4,2,1,4,5,4,4,1,1,1,1,1,2,2,1,1,1,1,5,5,5,5,1, ,0,1,1, ,1,3,0,9, 
680,2,3,3,3,1,6,1,2,10,0,0,1,1,99,99,99,4,2,5,2,2,2,4,4,4,4,4,5,5,2,3,2,4,5,5,5,5,5,4,5,3,3,3,3,4,5,4,4,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,1,2,0,0,0,0,0,1,0,0,0
681,1,10,1,1,0,6,3, ,9,0,0,1,2,3,4,99,3,5,4,2,4,4,5,5,5,5,4,5,5,2,5,2,5,5,5,2,2,4,4,4,4,4,4,4,2,2,4,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,2,4,3,2, , , , ,0, , 
682,1,1,1,1,0,1,1,5,1,0,0,1,1,2,99,99,5,3,3,2,2,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,5,4,4,4,5,5,5,4,2,5,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,2,2,4,2,0,0,0,3,0,3, 
683,1,2,1,1,1,6,4,5,7,0,0,1,95,99,99,99,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,1,4,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,4,4,1,1,1,2,2,4,5,1,2,1,1,4,4,4,4,2,2,4,1,6,3,2,4, ,9, 
684,2,2,1,1,0,6,5,5,1,0,0,1,4,99,99,99,5,5,5,5,4,4,5,5,5,5,5,5,4,1,5,1,4,5,4,5,4,5,4,5,5,4,5,4,2,4,4,1,4,4,5,4,1,1,1,1,2,2,2,1,1,1,1,5,4,5,4,4,4,0,4,0,0,0,1,0, , 
685,1,4,1,1,1,6,1,2,2,0,0,1,2,99,99,99,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,5,2,5,5,4,5,4,4,1,1,2,4,2,4,2,1,1,1,1,1,2,1,1,1,1,1,5,4,5,1,2,2,0,0,0,0,0,0,0,0,0
